,quote,author,tags,likes
2504,"make a radical change in your lifestyle and begin to boldly do things which you may previously never have thought of doing, or been too hesitant to attempt. So many people live within unhappy circumstances and yet will not take the initiative to change their situation because they are conditioned to a life of security, conformity, and conservation, all of which may appear to give one peace of mind, but in reality nothing is more damaging to the adventurous spirit within a man than a secure future. The very basic core of a man's living spirit is his passion for adventure. The joy of life comes from our encounters with new experiences, and hence there is no greater joy than to have an endlessly changing horizon, for each day to have a new and different sun. If you want to get more out of life, you must lose your inclination for monotonous security and adopt a helter-skelter style of life that will at first appear to you to be crazy. But once you become accustomed to such a life you will see its full meaning and its incredible beauty.","Jon Krakauer,",,2743.0
2505,"I don't know who invented high heels, but all women owe him a lot!",Marilyn Monroe,,2742.0
2506,"I believe in God, but not as one thing, not as an old man in the sky. I believe that what people call God is something in all of us. I believe that what Jesus and Mohammed and Buddha and all the rest said was right. It's just that the translations have gone wrong.",John Lennon,"god, organized-religion, religion, spirituality",2739.0
2507,"But I didn't understand then. That I could hurt somebody so badly she would never recover. That a person can, just by living, damage another human being beyond repair.",Haruki Murakami,depressing,2738.0
2508,"You forget what you want to remember, and you remember what you want to forget.","Cormac McCarthy,",,2738.0
2509,"I know of a cure for everything: salt water...in one way or the other. Sweat, or tears, or the salt sea.",Karen Blixen,,2737.0
2510,"Anybody can sympathise with the sufferings of a friend, but it requires a very fine nature to sympathise with a friend's success.",Oscar Wilde,,2737.0
2511,"Be thankful for what you have; you'll end up having more. If you concentrate on what you don't have, you will never, ever have enough.",Oprah Winfrey,"appreciation, contentment, dissatisfaction, life, perception, positivity, thankfulness, thanksgiving",2736.0
2512,"At the end of the day, we can endure much more than we think we can.",Frida Kahlo,,2735.0
2513,"An Unbreakable Vow?"" said Ron, looking stunned. ""Nah, he can’t have.... Are you sure?""
""Yes I’m sure,"" said Harry. ""Why, what does it mean?""
""Well, you can’t break an Unbreakable Vow...""
""I’d worked that much out for myself, funnily enough.","J.K. Rowling,","harry-potter, humor, malfoy, ron-weasley, snape, unbreakable-vow",2735.0
2514,"A love like that was a serious illness, an illness from which you never entirely recover.","Charles Bukowski,",,2735.0
2515,"There must be something in books, something we can’t imagine, to make a woman stay in a burning house; there must be something there. You don’t stay for nothing.","Ray Bradbury,","books, censorship",2733.0
2516,"We learn from failure, not from success!","Bram Stoker,",,2731.0
2517,"Heard melodies are sweet, but those unheard, are sweeter","John Keats,","philosophy, religion, science",2730.0
2518,"There are three questions every woman should be able to answer yes to before they commit to a man. If you answer no to any of the three questions, run like hell.""
[...]
""Does he treat you with respect at all times? That's the first question. The second question is, if he is the exact same person twenty years from now that he is today, would you still want to marry him? And finally, does he inspire to be a better person? You find someone you can answer yes to all three, then you've found a good man.","Colleen Hoover,",,2729.0
2519,"If, then, I were asked for the most important advice I could give, that which I considered to be the most useful to the men of our century, I should simply say: in the name of God, stop a moment, cease your work, look around you.","Leo Tolstoy,","advice-for-writers, awareness, life",2728.0
2520,Scars have the strange power to remind us that our past is real.,"Cormac McCarthy,","healing, injuries, memory, past, reality, scars, time",2728.0
2521,"I love you, not just for now, but for always, and I dream of the day that you’ll take me in your arms again.","Nicholas Sparks,",,2725.0
2522,Fire-breathing bitch-queen.,"Sarah J. Maas,","queen-of-shadows, sarah-j-maas",2724.0
2523,"This is how you do it: you sit down at the keyboard and you put one word after another until its done. It's that easy, and that hard.",Neil Gaiman,writing,2722.0
2524,"Patience, grasshopper,"" said Maia. ""Good things come to those who wait.""
""I always thought that was 'Good things come to those who do the wave,'"" said Simon. ""No wonder I've been so confused all my life.","Cassandra Clare,","maia, patience, simon, wit",2721.0
2525,The future depends on what you do today.,Mahatma Gandhi,"action, carpe-diem, future, present",2720.0
2526,"Don't aim at success. The more you aim at it and make it a target, the more you are going to miss it. For success, like happiness, cannot be pursued; it must ensue, and it only does so as the unintended side effect of one's personal dedication to a cause greater than oneself or as the by-product of one's surrender to a person other than oneself. Happiness must happen, and the same holds for success: you have to let it happen by not caring about it. I want you to listen to what your conscience commands you to do and go on to carry it out to the best of your knowledge. Then you will live to see that in the long-run—in the long-run, I say!—success will follow you precisely because you had forgotten to think about it","Viktor E. Frankl,","happiness, success",2719.0
2527,"The things you used to own, now they own you.","Chuck Palahniuk,","own, things",2718.0
2528,"Instructions for living a life.
Pay attention.
Be astonished.
Tell about it.",Mary Oliver,life-lessons,2717.0
2529,I'm killing time while I wait for life to shower me with meaning and happiness.,Bill Watterson,"calvin-and-hobbes, humor, life",2717.0
2530,"Absence diminishes small loves and increases great ones, as the wind blows out the candle and fans the bonfire.","Francois Duc de la Rochefoucauld,",love,2717.0
2531,"You should write because you love the shape of stories and sentences and the creation of different words on a page. Writing comes from reading, and reading is the finest teacher of how to write.",Annie Proulx,"reading, words, writing",2716.0
2532,Intelligence plus character-that is the goal of true education.,Martin Luther King Jr.,education,2716.0
2533,"Either you deal with what is the reality, or you can be sure that the reality is going to deal with you.",Alex Haley,,2715.0
2534,you have to love something before you can hate it.,"Nicholas Sparks,",,2715.0
2535,"All right,"" said Susan. ""I'm not stupid. You're saying humans need... fantasies to make life bearable.""

REALLY? AS IF IT WAS SOME KIND OF PINK PILL? NO. HUMANS NEED FANTASY TO BE HUMAN. TO BE THE PLACE WHERE THE FALLING ANGEL MEETS THE RISING APE.

""Tooth fairies? Hogfathers? Little—""

YES. AS PRACTICE. YOU HAVE TO START OUT LEARNING TO BELIEVE THE LITTLE LIES.

""So we can believe the big ones?""

YES. JUSTICE. MERCY. DUTY. THAT SORT OF THING.

""They're not the same at all!""

YOU THINK SO? THEN TAKE THE UNIVERSE AND GRIND IT DOWN TO THE FINEST POWDER AND SIEVE IT THROUGH THE FINEST SIEVE AND THEN SHOW ME ONE ATOM OF JUSTICE, ONE MOLECULE OF MERCY. AND YET—Death waved a hand. AND YET YOU ACT AS IF THERE IS SOME IDEAL ORDER IN THE WORLD, AS IF THERE IS SOME...SOME RIGHTNESS IN THE UNIVERSE BY WHICH IT MAY BE JUDGED.

""Yes, but people have got to believe that, or what's the point—""

MY POINT EXACTLY.","Terry Pratchett,","belief, justice, lies, mercy, truth",2715.0
