,quote,author,tags,likes
570,"Of all sad words of tongue or pen, the saddest are these, 'It might have been.",John Greenleaf Whittier,"life, words",7827.0
571,Fantasy is hardly an escape from reality. It's a way of understanding it.,Lloyd Alexander,,7823.0
572,"The loneliest moment in someone’s life is when they are watching their whole world fall apart, and all they can do is stare blankly.",F. Scott Fitzgerald,"loneliness, misattributed",7821.0
573,"Whoever fights monsters should see to it that in the process he does not become a monster. And if you gaze long enough into an abyss, the abyss will gaze back into you.",Friedrich Nietzsche,"corruption, dark-side, fighting, monsters, soul",7799.0
574,The wound is the place where the Light enters you.,Rumi,"brokenness, healing, scars, suffering",7798.0
575,It is so hard to leave—until you leave. And then it is the easiest goddamned thing in the world.,"John Green,",,7796.0
576,"For you, a thousand times over","Khaled Hosseini,",,7792.0
577,"You don't love someone for their looks, or their clothes, or for their fancy car, but because they sing a song only you can hear.",oscar wilde,attributed-no-source,7782.0
578,"You have enemies? Good. That means you've stood up for something, sometime in your life.",Winston Churchill," convictions, criticism",7772.0
579,"If you're going to try, go all the way. Otherwise, don't even start. This could mean losing girlfriends, wives, relatives and maybe even your mind. It could mean not eating for three or four days. It could mean freezing on a park bench. It could mean jail. It could mean derision. It could mean mockery--isolation. Isolation is the gift. All the others are a test of your endurance, of how much you really want to do it. And, you'll do it, despite rejection and the worst odds. And it will be better than anything else you can imagine. If you're going to try, go all the way. There is no other feeling like that. You will be alone with the gods, and the nights will flame with fire. You will ride life straight to perfect laughter. It's the only good fight there is.","Charles Bukowski,","fire, flame, isolation, laughter, loss, sacrifice",7747.0
580,Think before you speak. Read before you think.,"Fran Lebowitz,","advice-for-daily-living, books, reader, reading, speaking, thinking, wisdom",7738.0
581,"THE FIRST TEN LIES THEY TELL YOU IN HIGH SCHOOL

1. We are here to help you.
2. You will have time to get to your class before the bell rings.
3. The dress code will be enforced.
4. No smoking is allowed on school grounds.
5. Our football team will win the championship this year.
6. We expect more of you here.
7. Guidance counselors are always available to listen.
8. Your schedule was created with you in mind.
9. Your locker combination is private.
10. These will be the years you look back on fondly.

TEN MORE LIES THEY TELL YOU IN HIGH SCHOOL

1. You will use algebra in your adult lives.
2. Driving to school is a privilege that can be taken away.
3. Students must stay on campus during lunch.
4. The new text books will arrive any day now.
5. Colleges care more about you than your SAT scores.
6. We are enforcing the dress code.
7. We will figure out how to turn off the heat soon.
8. Our bus drivers are highly trained professionals.
9. There is nothing wrong with summer school.
10. We want to hear what you have to say.","Laurie Halse Anderson,","humor, school",7710.0
582,"The boy never cried again, and he never forgot what he'd learned: that to love is to destroy, and that to be loved is to be the one destroyed.","Cassandra Clare,","city-of-bones, jace-wayland",7700.0
583,"Whether you think you can, or you think you can't--you're right.",Henry Ford,thinking,7696.0
584,Never let your sense of morals prevent you from doing what is right.,"Isaac Asimov,","humor, inspirational, philosophy, wisdom",7691.0
585,"If all else perished, and he remained, I should still continue to be; and if all else remained, and he were annihilated, the universe would turn to a mighty stranger.","Emily Jane Brontë ,",,7681.0
586,"Once you learn to read, you will be forever free.",Frederick Douglass,,7679.0
587,Think of all the beauty still left around you and be happy.,Anne Frank,"anne, beauty, frank, happy",7670.0
588,"Two people in love, alone, isolated from the world, that's beautiful.",Milan Kundera,,7650.0
589,"Why did you do all this for me?' he asked. 'I don't deserve it. I've never done anything for you.' 'You have been my friend,' replied Charlotte. 'That in itself is a tremendous thing.","E.B. White,",friendship,7649.0
590,"Here's all you have to know about men and women: women are crazy, men are stupid. And the main reason women are crazy is that men are stupid.","George Carlin,","crazy, men, stupid, truth, women",7620.0
591,"Give a girl the right shoes, and she can conquer the world.",Bette Midler,misattributed-to-marilyn-monroe,7620.0
592,Faith is taking the first step even when you can't see the whole staircase.,Martin Luther King Jr.,inspirational-faith,7616.0
593,"I did not attend his funeral, but I sent a nice letter saying I approved of it.",Mark Twain,"classic-insult, funeral, funny, humor",7614.0
594,"You know, you could live a thousand lifetimes and not deserve him.","Suzanne Collins,",,7607.0
595,"Augustus Waters was a self-aggrandizing bastard. But we forgive him. We forgive him not because he had a heart as figuratively good as his literal one sucked, or because he knew more about how to hold a cigarette than any nonsmoker in history, or because he got eighteen years when he should've gotten more.'
'Seventeen,' Gus corrected.
'I'm assuming you've got some time, you interupting bastard.
'I'm telling you,' Isaac continued, 'Augustus Waters talked so much that he'd interupt you at his own funeral. And he was pretentious: Sweet Jesus Christ, that kid never took a piss without pondering the abundant metaphorical resonances of human waste production. And he was vain: I do not believe I have ever met a more physically attractive person who was more acutely aware of his own physical attractiveness.
'But I will say this: When the scientists of the future show up at my house with robot eyes and they tell me to try them on, I will tell the scientists to screw off, because I do not want to see a world without him.'
I was kind of crying by then.","John Green,","john-green, tfios, the-fault-in-our-stars",7592.0
596,"The best index to a person's character is how he treats people who can't do him any good, and how he treats people who can't fight back.",Abigail Van Buren,"character, life, wisdom",7568.0
597,"We're all going to die, all of us, what a circus! That alone should make us love each other but it doesn't. We are terrorized and flattened by trivialities, we are eaten up by nothing.",Charles Bukowski,,7564.0
598,"This above all: to thine own self be true,
And it must follow, as the night the day,
Thou canst not then be false to any man.","William Shakespeare,",,7563.0
599,I want to stand as close to the edge as I can without going over. Out on the edge you see all kinds of things you can't see from the center.,"Kurt Vonnegut,",,7560.0
600,"Courage is the most important of all the virtues because without courage, you can't practice any other virtue consistently.",Maya Angelou,"character, consistency, courage, determination, essence, ethos, fortitude, goodness, inspiration, life-lessons, persistence, resolve, self-reliance, strength, virtue, virtues",7545.0
601,Books are mirrors: you only see in them what you already have inside you.,"Carlos Ruiz Zafón,","books, reading, truth",7538.0
602,God created war so that Americans would learn geography.,Mark Twain,"americans, geography, war",7520.0
603,"All animals are equal, but some animals are more equal than others.","George Orwell,",animal-farm,7501.0
604,She was a girl who knew how to be happy even when she was sad. And that’s important—you know ,Marilyn Monroe,,7472.0
605,"A human being is a part of the whole called by us universe, a part limited in time and space. He experiences himself, his thoughts and feeling as something separated from the rest, a kind of optical delusion of his consciousness. This delusion is a kind of prison for us, restricting us to our personal desires and to affection for a few persons nearest to us. Our task must be to free ourselves from this prison by widening our circle of compassion to embrace all living creatures and the whole of nature in its beauty.",Albert Einstein,"compassion, einstein, nature, philosophy",7456.0
606,Books so special and rare and yours that advertising your affection feels like a betrayal.,"John Green,",books,7439.0
607,Where is human nature so weak as in the bookstore?,Henry Ward Beecherr,"books, humor",7437.0
608,"I have a history of making decisions very quickly about men. I have always fallen in love fast and without measuring risks. I have a tendency not only to see the best in everyone, but to assume that everyone is emotionally capable of reaching his highest potential. I have fallen in love more times than I care to count with the highest potential of a man, rather than with the man himself, and I have hung on to the relationship for a long time (sometimes far too long) waiting for the man to ascend to his own greatness. Many times in romance I have been a victim of my own optimism.","Elizabeth Gilbert,","disappointment, love, romance",7429.0
609,"If at first you don't succeed, try, try again. Then quit. No use being a damn fool about it.",W.C. Fields,,7429.0
610,"If you remember me, then I don't care if everyone else forgets.","Haruki Murakami,","inspirational, love",7415.0
611,What is a friend? A single soul dwelling in two bodies.,Aristotle,"friendship, soul",7405.0
612,"Those who find ugly meanings in beautiful things are corrupt without being charming. This is a fault. Those who find beautiful meanings in beautiful things are the cultivated. For these there is hope. They are the elect to whom beautiful things mean only Beauty. There is no such thing as a moral or an immoral book. Books are well written, or badly written. That is all.","Oscar Wilde,","books, morality, reading, writing",7380.0
613,Waiting is painful. Forgetting is painful. But not knowing which to do is the worst kind of suffering.,"Paulo Coelho,",inspirational,7353.0
614,"Take responsibility of your own happiness, never put it in other people’s hands.","Roy T. Bennett,","happiness, inspirational, responsibility",7352.0
615,I cannot live without books.,Thomas Jefferson,books,7337.0
616,"Well, I’m not kissing the mundane,"" said Jace. ""I’d rather stay down here and rot.""
""Forever?"" said Simon. ""Forever’s an awfully long time.""
Jace raised his eyebrows. ""I knew it,"" he said. ""You want to kiss me, don’t you?","Cassandra Clare,","humor, jace-wayland, simon-lewis",7317.0
617,I can't imagine a man really enjoying a book and reading it only once.,C.S. Lewis,books-reading,7317.0
618,The very essence of romance is uncertainty.,"Oscar Wilde,","love, romance",7308.0
619,"Accept yourself, love yourself, and keep moving forward. If you want to fly, you have to give up what weighs you down.","Roy T. Bennett,","accept-yourself, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, keep-moving-forward, letting-go, life, life-and-living, life-lessons, life-quotes, living, love-yourself, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking",7294.0
620,"For the two of us, home isn't a place. It is a person. And we are finally home.","Stephanie Perkins,","home, love, relationships, touching",7272.0
621,Nobody realizes that some people expend tremendous energy merely to be normal.,Albert Camus,"humanity, life, mankind, mortality",7272.0
622,The most important thing is to enjoy your life—to be happy—it's all that matters.,Audrey Hepburn,"happiness, life",7269.0
623,The unexamined life is not worth living.,Socrates,"inspiration, truth, wisdom",7240.0
624,Be mindful. Be grateful. Be positive. Be true. Be kind.,"Roy T. Bennett,","gratitude, inspiration, inspirational, inspirational-quotes, kindness, life, life-and-living, life-quotes, living-life, mindful, mindfulness, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, truth",7225.0
625,"Bran thought about it. 'Can a man still be brave if he's afraid?'
'That is the only time a man can be brave,' his father told him.","George R.R. Martin,","bravery, courage, fear",7218.0
626,The most courageous act is still to think for yourself. Aloud.,Coco Chanel,"courage, dignity, empowerment, freedom, independence, individuality, judgment, self-determination, speaking-out, thought",7216.0
627,what matters most is how well you walk through the fire,Charles Bukowski,,7216.0
628,There is always some madness in love. But there is also always some reason in madness.,Friedrich Nietzsche,"love, madness",7212.0
629,"People aren't either wicked or noble. They're like chef's salads, with good things and bad things chopped and mixed together in a vinaigrette of confusion and conflict.","Lemony Snicket,",life,7212.0
630,"Read, read, read. Read everything -- trash, classics, good and bad, and see how they do it. Just like a carpenter who works as an apprentice and studies the master. Read! You'll absorb it.
Then write. If it's good, you'll find out. If it's not, throw it out of the window.",William Faulkner,,7203.0
631,Never be bullied into silence. Never allow yourself to be made a victim. Accept no one’s definition of your life; define yourself.,Robert Frost,,7181.0
632,"No relationship is perfect, ever. There are always some ways you have to bend, to compromise, to give something up in order to gain something greater...The love we have for each other is bigger than these small differences. And that's the key. It's like a big pie chart, and the love in a relationship has to be the biggest piece. Love can make up for a lot.","Sarah Dessen,",love,7168.0
633,"Love is always patient and kind. It is never jealous. Love is never boastful or conceited. It is never rude or selfish. It does not take offense and is not resentful. Love takes no pleasure in other people’s sins, but delights in the truth. It is always ready to excuse, to trust, to hope, and to endure whatever comes.","Anonymous,","1-corinthians-13, love",7163.0
634,"Love is so short, forgetting is so long.","Pablo Neruda,",love,7144.0
635,"Respect other people's feelings. It might mean nothing to you, but it could mean everything to them.",Roy T. Bennett,"feelings, inspiration, inspirational-quotes",7140.0
636,Everything in the world is about sex except sex. Sex is about power.,Oscar Wilde,"power, sex",7139.0
637,"I can be changed by what happens to me. But I refuse to be reduced by it.

(Popular misquote of ""You may not control all the events that happen to you, but you can decide not to be reduced by them."")","Maya Angelou,","be-yourself, inspirational, misquote, self-determination",7138.0
638,"War is peace.
Freedom is slavery.
Ignorance is strength.","George Orwell,","freedom, ignorance, inspirational, war",7090.0
639,"Man is least himself when he talks in his own person. Give him a mask, and he will tell you the truth.",Oscar Wilde,truth,7090.0
640,"Have you ever been in love? Horrible isn't it? It makes you so vulnerable. It opens your chest and it opens up your heart and it means that someone can get inside you and mess you up. You build up all these defenses, you build up a whole suit of armor, so that nothing can hurt you, then one stupid person, no different from any other stupid person, wanders into your stupid life...You give them a piece of you. They didn't ask for it. They did something dumb one day, like kiss you or smile at you, and then your life isn't your own anymore. Love takes hostages. It gets inside you. It eats you out and leaves you crying in the darkness, so simple a phrase like 'maybe we should be just friends' turns into a glass splinter working its way into your heart. It hurts. Not just in the imagination. Not just in the mind. It's a soul-hurt, a real gets-inside-you-and-rips-you-apart pain. I hate love.","Neil Gaiman,",love,7071.0
641,"I cannot fix on the hour, or the spot, or the look or the words, which laid the foundation. It is too long ago. I was in the middle before I knew that I had begun.","Jane Austen,","love, romance",7066.0
642,"Many boys will bring you flowers. But someday you'll meet a boy who will learn your favorite flower, your favorite song, your favorite sweet. And even if he is too poor to give you any of them, it won't matter because he will have taken the time to know you as no one else does. Only that boy earns your heart.","Leigh Bardugo,","leigh-bardugo, six-of-crows",7065.0
643,"Not everything is about you,"" Clary said furiously.
""Possibly,"" Jace said, ""but you do have to admit that the majority of things are.","Cassandra Clare,","clary-fray, ego, jace-wayland",7065.0
644,"If you can't fly then run, if you can't run then walk, if you can't walk then crawl, but whatever you do you have to keep moving forward.",Martin Luther King Jr.,inspirational,7064.0
645,"I didn't want to wake up. I was having a much better time asleep. And that's really sad. It was almost like a reverse nightmare, like when you wake up from a nightmare you're so relieved. I woke up into a nightmare.","Ned Vizzini,","depression, sadness, suicide",7059.0
646,Try not to become a man of success. Rather become a man of value.,Albert Einstein,"adulthood, success, value",7049.0
647,"Should I kill myself, or have a cup of coffee?",Albert Camus,attributed-no-source,7047.0
648,"They didn’t agree on much. In fact, they didn’t agree on anything. They fought all the time and challenged each other ever day. But despite their differences, they had one important thing in common. They were crazy about each other.","Nicholas Sparks,","dear-john, love, nicholas-sparks, romance, the-notebook",7046.0
649,"I am a man"" he told her, ""and men do not consume pink beverages. Get thee gone woman, and bring me something brown.","Cassandra Clare,","brown, city-of-glass, clare, isabelle, jace",7024.0
650,I generally avoid temptation unless I can't resist it.,Mae West,"humor, temptation",7020.0
651,"What the hell is that?"" I laughed.
""It's my fox hat.""
""Your fox hat?""
""Yeah, Pudge. My fox hat.""
""Why are you wearing your fox hat?"" I asked.
""Because no one can catch the motherfucking fox.","John Green,","funny, humor",7002.0
652,"We are all different. Don’t judge, understand instead.","Roy T. Bennett,","authentic-living, authentic-self, authenticity, compassion",6997.0
653,Good books don't give up all their secrets at once.,Stephen King,books,6984.0
654,It is not in the stars to hold our destiny but in ourselves.,William Shakespeare,destiny,6984.0
655,"Reader's Bill of Rights

1. The right to not read

2. The right to skip pages

3. The right to not finish

4. The right to reread

5. The right to read anything

6. The right to escapism

7. The right to read anywhere

8. The right to browse

9. The right to read out loud

10. The right to not defend your tastes",Daniel Pennac,"books, reading, rights",6979.0
656,You never have to change anything you got up in the middle of the night to write.,Saul Bellow,"imagination, inspiration, writing",6964.0
657,"I think if I've learned anything about friendship, it's to hang in, stay connected, fight for them, and let them fight for you. Don't walk away, don't be distracted, don't be too busy or tired, don't take them for granted. Friends are part of the glue that holds life and faith together. Powerful stuff.",Jon Katz,"faith, friends, friendship, love",6960.0
658,Accept who you are. Unless you're a serial killer.,"Ellen DeGeneres,",funny,6932.0
659,"Believe in yourself. You are braver than you think, more talented than you know, and capable of more than you imagine.","Roy T. Bennett,","achievement, believe-in-yourself, brave, courage, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, talent",6896.0
660,"He never went out without a book under his arm, and he often came back with two.","Victor Hugo,",,6895.0
661,"Is this the part where you say if I hurt her, you'll kill me?""
""No"" Simon said, ""If you hurt Clary she's quite capable of killing you herself. Possibly with a variety of weapons.","Cassandra Clare,","city-of-glass, jace, simon",6894.0
662,"I was gratified to be able to answer promptly, and I did. I said I didn’t know.",Mark Twain,"humor, knowledge",6882.0
663,Deserves it! I daresay he does. Many that live deserve death. And some that die deserve life. Can you give it to them? Then do not be too eager to deal out death in judgement. For even the very wise cannot see all ends.,"J.R.R. Tolkien,",,6881.0
664,"All little girls should be told they are pretty, even if they aren't.",Marilyn Monroe,"beauty, girls",6877.0
665,I love to see a young girl go out and grab the world by the lapels. Life's a bitch. You've got to go out and kick ass.,maya angelou,"humor, inspirational, life",6875.0
666,It's not true that I had nothing on. I had the radio on.,Marilyn Monroe,"dirty, funny, logo, sex",6873.0
667,Never allow someone to be your priority while allowing yourself to be their option.,Mark Twain,heartbreak,6869.0
668,Either write something worth reading or do something worth writing.,Benjamin Franklin,hmmm,6864.0
669,"So please, oh please, we beg, we pray,
Go throw your TV set away,
And in its place you can install
A lovely bookshelf on the wall.
Then fill the shelves with lots of books.","Roald Dahl,","books, humor, television",6855.0
670,"Once on a yellow piece of paper with green lines
he wrote a poem
And he called it ""Chops""
because that was the name of his dog

And that's what it was all about
And his teacher gave him an A
and a gold star
And his mother hung it on the kitchen door
and read it to his aunts
That was the year Father Tracy
took all the kids to the zoo

And he let them sing on the bus
And his little sister was born
with tiny toenails and no hair
And his mother and father kissed a lot
And the girl around the corner sent him a
Valentine signed with a row of X's

and he had to ask his father what the X's meant
And his father always tucked him in bed at night
And was always there to do it

Once on a piece of white paper with blue lines
he wrote a poem
And he called it ""Autumn""

because that was the name of the season
And that's what it was all about
And his teacher gave him an A
and asked him to write more clearly
And his mother never hung it on the kitchen door
because of its new paint

And the kids told him
that Father Tracy smoked cigars
And left butts on the pews
And sometimes they would burn holes
That was the year his sister got glasses
with thick lenses and black frames
And the girl around the corner laughed

when he asked her to go see Santa Claus
And the kids told him why
his mother and father kissed a lot
And his father never tucked him in bed at night
And his father got mad
when he cried for him to do it.


Once on a paper torn from his notebook
he wrote a poem
And he called it ""Innocence: A Question""
because that was the question about his girl
And that's what it was all about
And his professor gave him an A

and a strange steady look
And his mother never hung it on the kitchen door
because he never showed her
That was the year that Father Tracy died
And he forgot how the end
of the Apostle's Creed went

And he caught his sister
making out on the back porch
And his mother and father never kissed
or even talked
And the girl around the corner
wore too much makeup
That made him cough when he kissed her

but he kissed her anyway
because that was the thing to do
And at three a.m. he tucked himself into bed
his father snoring soundly

That's why on the back of a brown paper bag
he tried another poem

And he called it ""Absolutely Nothing""
Because that's what it was really all about
And he gave himself an A
and a slash on each damned wrist
And he hung it on the bathroom door
because this time he didn't think

he could reach the kitchen.","Stephen Chbosky,",poem,6854.0
671,Turn your wounds into wisdom.,Oprah Winfrey,"experience, inspirational, pain, wisdom, wounds",6841.0
672,I'm not saying that everything is survivable. Just that everything except the last thing is.,"John Green,",,6835.0
673,Two possibilities exist: either we are alone in the Universe or we are not. Both are equally terrifying.,Arthur C. Clarke,"distance, life, loneliness, qotd, sense-of-wonder, universe",6833.0
674,"The important thing is not to stop questioning. Curiosity has its own reason for existence. One cannot help but be in awe when he contemplates the mysteries of eternity, of life, of the marvelous structure of reality. It is enough if one tries merely to comprehend a little of this mystery each day.

—""Old Man's Advice to Youth: 'Never Lose a Holy Curiosity.'"" LIFE Magazine (2 May 1955) p. 64",Albert Einstein,"1955, curiosity, mystery",6817.0
675,Stop acting so small. You are the universe in ecstatic motion.,Rumi,,6808.0
676,"My experience of life is that it is not divided up into genres; it’s a horrifying, romantic, tragic, comical, science-fiction cowboy detective novel. You know, with a bit of pornography if you're lucky.",Alan Moore,life,6807.0
677,"You could have had anything else in the world, and you asked for me.""
She smiled up at him. Filthy as he was, covered in blood and dirt, he was the most beautiful thing she'd ever seen.
""But I don't want anything else in the world.","Cassandra Clare,","clary-fray, jace-wayland, love",6800.0
678,"Not my daughter, you bitch!","J.K. Rowling,","anger, molly-weasley-anger",6800.0
679,"Kiss me, and you will see how important I am.","Sylvia Plath,","importance, kiss, kissing",6786.0
680,You must have chaos within you to give birth to a dancing star.,Friedrich Nietzsche,"art, chaos",6785.0
681,"No tears in the writer, no tears in the reader. No surprise in the writer, no surprise in the reader.",Robert Frost,"reading, writing",6785.0
682,"Life is too short to waste your time on people who don’t respect, appreciate, and value you.","Roy T. Bennett,","appreciate, inspiration, inspirational, inspirational-attitude",6780.0
683,Nothing that’s worthwhile is ever easy. Remember that.,"Nicholas Sparks,",,6780.0
684,"When you're struggling with something, look at all the people around you and realize that every single person you see is struggling with something, and to them, it's just as hard as what you're going through.","Nicholas Sparks,",,6774.0
685,Books may well be the only true magic.,Alice Hoffman,books,6774.0
686,Happiness is a warm puppy.,Charles M. Schulz,"animals, dogs, happiness, humor, puppies",6765.0
687,"Painting is poetry that is seen rather than felt, and poetry is painting that is felt rather than seen.",Leonardo da Vinci,,6752.0
688,"When you have eliminated all which is impossible, then whatever remains, however improbable, must be the truth.","Arthur Conan Doyle,",inspirational,6748.0
689,"Men occasionally stumble over the truth, but most of them pick themselves up and hurry off as if nothing had happened.",Winston S. Churchill,truth,6746.0
690,I wonder how many people I've looked at all my life and never seen.,"John Steinbeck,",,6716.0
691,"Each day means a new twenty-four hours. Each day means everything's possible again. You live in the moment, you die in the moment, you take it all one day at a time.","Marie Lu,",,6699.0
692,"You have your way. I have my way. As for the right way, the correct way, and the only way, it does not exist.",Friedrich Wilhelm Nietzsche,"amorality, correct-way, individuality, my-way, only-way, right-way, the-way, your-way",6697.0
693,"You gain strength, courage and confidence by every experience in which you really stop to look fear in the face. You are able to say to yourself, 'I have lived through this horror. I can take the next thing that comes along.' You must do the thing you think you cannot do.","Eleanor Roosevelt,",confidence,6694.0
694,"It is said that your life flashes before your eyes just before you die. That is true, it's called Life.","Terry Pratchett,","death, humor, life",6694.0
695,"The simple things are also the most extraordinary things, and only the wise can see them.","Paulo Coelho,",wisdom,6684.0
696,"What happens when people open their hearts?""
""They get better.","Haruki Murakami,","healing, vulnerability",6676.0
697,"You said you were going for a walk!? What kind of walk takes six hours?""
""A long one?","Cassandra Clare,",mortal-instruments,6663.0
698,"Without pain, how could we know joy?' This is an old argument in the field of thinking about suffering and its stupidity and lack of sophistication could be plumbed for centuries but suffice it to say that the existence of broccoli does not, in any way, affect the taste of chocolate.","John Green,",,6662.0
699,Live the Life of Your Dreams: Be brave enough to live the life of your dreams according to your vision and purpose instead of the expectations and opinions of others.,"Roy T. Bennett,","brave, courage, dreams, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, purpose, vision",6652.0
700,"Religion has actually convinced people that there's an invisible man living in the sky who watches everything you do, every minute of every day. And the invisible man has a special list of ten things he does not want you to do. And if you do any of these ten things, he has a special place, full of fire and smoke and burning and torture and anguish, where he will send you to live and suffer and burn and choke and scream and cry forever and ever 'til the end of time!

But He loves you. He loves you, and He needs money! He always needs money! He's all-powerful, all-perfect, all-knowing, and all-wise, somehow just can't handle money!",George Carlin,"atheism, humor, life, religion",6644.0
701,"Fantasy is a necessary ingredient in living, it's a way of looking at life through the wrong end of a telescope.",Dr. Seuss,,6642.0
702,"You're still trying to protect me. Real or not real,"" he whispers.
""Real,"" I answer. ""Because that's what you and I do, protect each other.","Suzanne Collins,","hunger-games, katniss, peeta",6639.0
703,"Everyone sees what you appear to be, few experience what you really are.","Niccolò Machiavelli,",,6637.0
704,"Many people, myself among them, feel better at the mere sight of a book.","Jane Smiley,",,6616.0
705,"I am very interested and fascinated how everyone loves each other, but no one really likes each other.","Stephen Chbosky,",moi,6599.0
706,"Don't ever tell anybody anything. If you do, you start missing everybody.",J. D. Salinger,"salinger, stories",6591.0
707,"Love doesn't just sit there, like a stone, it has to be made, like bread; remade all the time, made new.","Ursula K. Le Guin,",love,6590.0
708,"To be nobody but
yourself in a world
which is doing its best day and night to make you like
everybody else means to fight the hardest battle
which any human being can fight and never stop fighting.",E.E. Cummings,poetry,6582.0
709,You cannot protect yourself from sadness without protecting yourself from happiness.,Jonathan Safran Foer,"happiness, sadness",6575.0
710,Stories of imagination tend to upset those without one.,Terry Pratchett,"fantasy, humor, imagination, literature, stories",6573.0
711,"I don't know the question, but sex is definitely the answer.",Woody Allen,"humor, life, sex",6560.0
712,"Remember when you tried to convince me to feed a poultry pie to the mallards in the park to see if you could breed a race of cannibal ducks?""

""They ate it too,"" Will reminisced. ""Bloodthirsty little beasts. Never trust a duck.","Cassandra Clare,","jem-carstairs, will-herondale",6555.0
713,"That is part of the beauty of all literature. You discover that your longings are universal longings, that you're not lonely and isolated from anyone. You belong.",F. Scott Fitzgerald,"belonging, company, desires, literature, longings",6547.0
714,"Above all, be the heroine of your life, not the victim.",Nora Ephron,"courage, empowerment, self-determination, women",6532.0
715,"If you have a garden and a library, you have everything you need.",Cicero,books,6528.0
716,There comes a time when the world gets quiet and the only thing left is your own heart. So you'd better learn the sound of it. Otherwise you'll never understand what it's saying.,"Sarah Dessen,","just-litsen, sarah-dessen, time",6524.0
717,"It may be unfair, but what happens in a few days, sometimes even a single day, can change the course of a whole lifetime...","Khaled Hosseini,","fair, life",6523.0
718,"You have to die a few times before you can really
live.","Charles Bukowski,",,6514.0
719,"The problem with the world is that the intelligent people are full of doubts, while the stupid ones are full of confidence.",Charles Bukowski,,6504.0
720,To go wrong in one's own way is better than to go right in someone else's.,"Fyodor Dostoevsky,","independent-thought, self-determination, self-expression",6498.0
721,What matters in life is not what happens to you but what you remember and how you remember it.,Gabriel Garcia Marquez,life-memories,6495.0
722,"Life is a disease: sexually transmitted, and invariably fatal.",Neil Gaiman,,6492.0
723,"But luxury has never appealed to me, I like simple things, books, being alone, or with somebody who understands.",Daphne du Maurier,,6483.0
724,Stupid people are dangerous.,"Suzanne Collins,",,6482.0
725,Whatever it is you're seeking won't come in the form you're expecting.,Haruki Marukami,expectation,6480.0
726,"Imagine yourself as a living house. God comes in to rebuild that house. At first, perhaps, you can understand what He is doing. He is getting the drains right and stopping the leaks in the roof and so on; you knew that those jobs needed doing and so you are not surprised. But presently He starts knocking the house about in a way that hurts abominably and does not seem to make any sense. What on earth is He up to? The explanation is that He is building quite a different house from the one you thought of - throwing out a new wing here, putting on an extra floor there, running up towers, making courtyards. You thought you were being made into a decent little cottage: but He is building a palace. He intends to come and live in it Himself.","C.S. Lewis,",god-religion-house,6477.0
727,Why fit in when you were born to stand out?,Dr. Seuss,seuss,6474.0
728,That's the thing about books. They let you travel without moving your feet.,"Jhumpa Lahiri,",,6467.0
729,I have great faith in fools - self-confidence my friends will call it.,"Edgar Allan Poe,","faith, fool, humor, self-confidence, self-irony",6441.0
730,"People are afraid of themselves, of their own reality; their feelings most of all. People talk about how great love is, but that’s bullshit. Love hurts. Feelings are disturbing. People are taught that pain is evil and dangerous. How can they deal with love if they’re afraid to feel? Pain is meant to wake us up. People try to hide their pain. But they’re wrong. Pain is something to carry, like a radio. You feel your strength in the experience of pain. It’s all in how you carry it. That’s what matters. Pain is a feeling. Your feelings are a part of you. Your own reality. If you feel ashamed of them, and hide them, you’re letting society destroy your reality. You should stand up for your right to feel your pain.",Jim Morrison,"jim, life, morrison, pain, reality",6435.0
731,You must stay drunk on writing so reality cannot destroy you.,"Ray Bradbury,",writing,6432.0
732,Deadlines just aren't real to me until I'm staring one in the face.,"Rick Riordan,","deadlines, humor, procrastinate",6430.0
733,There are worse crimes than burning books. One of them is not reading them.,Joseph Brodsky,"books, censorship, illiteracy, reading",6422.0
734,"Everyone should be able to do one card trick, tell two jokes, and recite three poems, in case they are ever trapped in an elevator.","Lemony Snicket,",funny,6420.0
735,I lie to myself all the time. But I never believe me.,"S.E. Hinton,","lies, lying, self-deception, truth",6420.0
736,"One day, in retrospect, the years of struggle will strike you as the most beautiful.",Sigmund Freud,inspirational-quotes,6406.0
737,"Don’t waste your time in anger, regrets, worries, and grudges. Life is too short to be unhappy.",Roy T. Bennett,"anger, grudge, happiness, happy, inspiration, inspirational, inspirational-quotes, inspire, inspiring, life, life-quotes, living, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, regret, time, worry",6403.0
738,Prayer is not asking. It is a longing of the soul. It is daily admission of one's weakness. It is better in prayer to have a heart without words than words without a heart.,Mahatma Gandhi,"god, heart, humanity, inspirational, prayer, religion, souls, weakness",6401.0
739,"What I need is the dandelion in the spring. The bright yellow that means rebirth instead of destruction. The promise that life can go on, no matter how bad our losses. That it can be good again.","Suzanne Collins,","inspirational, love",6376.0
